# assembly_accession	taxid	species_taxid	organism_name	ftp_path	superkingdom	phylum	class	order	family	genus	species	infraspecific_name
GCF_001499615.1	446692	446692	Acetobacter senegalensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/615/GCF_001499615.1_Acetobacter_senegalensis_108B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter senegalensis	strain=108B
GCF_001482365.1	446860	446860	Kocuria flava	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/365/GCF_001482365.1_ASM148236v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria flava	strain=HO-9041
GCF_000067165.1	448385	56	Sorangium cellulosum So ce56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/067/165/GCF_000067165.1_ASM6716v1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum	strain=So ce 56
GCF_000010625.1	449447	1126	Microcystis aeruginosa NIES-843	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/625/GCF_000010625.1_ASM1062v1	Bacteria	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa	strain=NIES-843
GCF_001661675.2	450378	450378	Croceicoccus marinus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/675/GCF_001661675.2_ASM166167v2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceicoccus	Croceicoccus marinus	strain=E4A9
GCF_000017265.1	450851	284016	Phenylobacterium zucineum HLK1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/265/GCF_000017265.1_ASM1726v1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium zucineum	strain=HLK1
GCF_000019965.1	452637	107709	Opitutus terrae PB90-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/965/GCF_000019965.1_ASM1996v1	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus terrae	strain=PB90-1
GCF_000019745.1	452638	576610	Polynucleobacter necessarius STIR1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/745/GCF_000019745.1_ASM1974v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter necessarius	strain=STIR1
GCF_000269985.1	452652	2066	Kitasatospora setae KM-6054	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/985/GCF_000269985.1_ASM26998v1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora setae	strain=KM-6054
GCF_000091125.1	452662	332056	Sphingobium japonicum UT26S	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/125/GCF_000091125.1_ASM9112v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium japonicum	strain=UT26S
GCF_000022025.1	452863	85085	Pseudarthrobacter chlorophenolicus A6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/025/GCF_000022025.1_ASM2202v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter chlorophenolicus	strain=A6
GCF_001660485.1	453304	453304	Agromyces aureus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/485/GCF_001660485.1_ASM166048v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Agromyces aureus	strain=AR33
GCF_000022145.1	455488	161493	Anaeromyxobacter dehalogenans 2CP-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/145/GCF_000022145.1_ASM2214v1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans	strain=2CP-1
GCF_000010605.1	455632	1911	Streptomyces griseus subsp. griseus NBRC 13350	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/605/GCF_000010605.1_ASM1060v1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseus	strain=NBRC 13350
GCF_000017685.1	456481	172	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/685/GCF_000017685.1_ASM1768v1	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira biflexa	strain=Patoc 1 (Paris)
GCF_000158275.2	457405	851	Fusobacterium nucleatum subsp. animalis 7_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/275/GCF_000158275.2_ASM15827v2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	strain=7_1
GCF_000020005.1	457570	375929	Natranaerobius thermophilus JW/NM-WN-LF	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/005/GCF_000020005.1_ASM2000v1	Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	Natranaerobius thermophilus	strain=JW/NM-WN-LF
GCF_000022085.1	460265	114616	Methylobacterium nodulans ORS 2060	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/085/GCF_000022085.1_ASM2208v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans	strain=ORS 2060
GCF_001676705.1	463025	463025	Bordetella bronchialis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/705/GCF_001676705.1_ASM167670v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchialis	strain=AU3182
GCF_002119665.1	463040	463040	Bordetella genomosp. 13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/665/GCF_002119665.1_ASM211966v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella genomosp. 13	strain=AU7206
GCF_000023205.1	465515	1270	Micrococcus luteus NCTC 2665	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/205/GCF_000023205.1_ASM2320v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	strain=NCTC 2665
GCF_001579945.1	465721	465721	Steroidobacter denitrificans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/945/GCF_001579945.1_ASM157994v1	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Steroidobacter	Steroidobacter denitrificans	strain=DSM 18526
GCF_000017005.1	467705	1302	Streptococcus gordonii str. Challis substr. CH1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/005/GCF_000017005.1_ASM1700v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	strain=Challis substr. CH1
GCF_000092645.1	469371	2006	Thermobispora bispora DSM 43833	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/645/GCF_000092645.1_ASM9264v1	Bacteria	Actinobacteria	Actinobacteria	NA	NA	Thermobispora	Thermobispora bispora	strain=DSM 43833
GCF_000023845.1	469378	84163	Cryptobacterium curtum DSM 15641	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/845/GCF_000023845.1_ASM2384v1	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Cryptobacterium	Cryptobacterium curtum	strain=DSM 15641
GCF_000025265.1	469383	191495	Conexibacter woesei DSM 14684	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/265/GCF_000025265.1_ASM2526v1	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter woesei	strain=DSM 14684
GCF_000068585.1	471472	813	Chlamydia trachomatis 434/Bu	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/068/585/GCF_000068585.1_ASM6858v1	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	strain=434/Bu
GCF_000024385.1	471852	2020	Thermomonospora curvata DSM 43183	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/385/GCF_000024385.1_ASM2438v1	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata	strain=DSM 43183
GCF_000023105.1	471853	84757	Beutenbergia cavernae DSM 12333	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/105/GCF_000023105.1_ASM2310v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Beutenbergiaceae	Beutenbergia	Beutenbergia cavernae	strain=DSM 12333
GCF_000023125.1	471854	94254	Dyadobacter fermentans DSM 18053	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/125/GCF_000023125.1_ASM2312v1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter fermentans	strain=DSM 18053
GCF_000023885.1	471855	84110	Slackia heliotrinireducens DSM 20476	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/885/GCF_000023885.1_ASM2388v1	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia heliotrinireducens	strain=DSM 20476
GCF_000024065.1	471856	43674	Jonesia denitrificans DSM 20603	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/065/GCF_000024065.1_ASM2406v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Jonesiaceae	Jonesia	Jonesia denitrificans	strain=DSM 20603
GCF_000023865.1	471857	1852	Saccharomonospora viridis DSM 43017	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/865/GCF_000023865.1_ASM2386v1	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora viridis	strain=DSM 43017
GCF_001953055.1	472175	472175	Nitratireductor basaltis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/055/GCF_001953055.1_ASM195305v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor basaltis	strain=RR3-28
GCF_900070355.1	472569	472569	Devriesea agamarum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/070/355/GCF_900070355.1_S2_rcS3_S1_rcS3	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Devriesea	Devriesea agamarum	strain=IMP2
GCF_000024725.1	472759	133539	Nitrosococcus halophilus Nc 4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/725/GCF_000024725.1_ASM2472v1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus halophilus	strain=Nc 4
GCF_002218245.1	473426	346	Xanthomonas citri pv. vignicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/218/245/GCF_002218245.1_ASM221824v1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri	strain=CFBP7111
GCF_001663155.1	476157	476157	Altererythrobacter ishigakiensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/155/GCF_001663155.1_ASM166315v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter ishigakiensis	strain=NBRC 107699
GCF_000306785.1	477641	477641	Modestobacter marinus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/785/GCF_000306785.1_ASM30678v1	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter marinus	strain=BC501
GCF_000023925.1	478801	1276	Kytococcus sedentarius DSM 20547	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/925/GCF_000023925.1_ASM2392v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	Kytococcus sedentarius	strain=DSM 20547
GCF_000024365.1	479431	53461	Nakamurella multipartita DSM 44233	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/365/GCF_000024365.1_ASM2436v1	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella multipartita	strain=DSM 44233
GCF_000024865.1	479432	2001	Streptosporangium roseum DSM 43021	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/865/GCF_000024865.1_ASM2486v1	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum	strain=DSM 43021
GCF_000024025.1	479433	304895	Catenulispora acidiphila DSM 44928	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/025/GCF_000024025.1_ASM2402v1	Bacteria	Actinobacteria	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila	strain=DSM 44928
GCF_000024985.1	479434	2057	Sphaerobacter thermophilus DSM 20745	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/985/GCF_000024985.1_ASM2498v1	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Sphaerobacter thermophilus	strain=DSM 20745
GCF_000024345.1	479435	182640	Kribbella flavida DSM 17836	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/345/GCF_000024345.1_ASM2434v1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella flavida	strain=DSM 17836
GCF_000024945.1	479436	29466	Veillonella parvula DSM 2008	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/945/GCF_000024945.1_ASM2494v1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	strain=DSM 2008
GCF_000024265.1	479437	84112	Eggerthella lenta DSM 2243	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/265/GCF_000024265.1_ASM2426v1	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	strain=DSM 2243
GCF_000833025.1	480520	480520	Myroides profundi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/025/GCF_000833025.1_ASM83302v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides profundi	strain=D25
GCF_001766235.1	481146	481146	Acetobacter ascendens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/766/235/GCF_001766235.1_ASM176623v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter ascendens	strain=LMG 1590
GCF_000019665.1	481448	511746	Methylacidiphilum infernorum V4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/665/GCF_000019665.1_ASM1966v1	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum	strain=V4
GCF_000827125.1	483547	483547	Geoalkalibacter subterraneus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/125/GCF_000827125.1_ASM82712v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geoalkalibacter	Geoalkalibacter subterraneus	strain=Red1
GCF_000021285.1	484019	2421	Thermosipho africanus TCF52B	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/285/GCF_000021285.1_ASM2128v1	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho africanus	strain=TCF52B
GCF_000019285.1	484022	28110	Francisella philomiragia subsp. philomiragia ATCC 25017	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/285/GCF_000019285.1_ASM1928v1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella philomiragia	strain=ATCC 25017
GCF_000024325.1	485915	45663	Desulfohalobium retbaense DSM 5692	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/325/GCF_000024325.1_ASM2432v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfohalobium	Desulfohalobium retbaense	strain=DSM 5692
GCF_000024205.1	485916	58138	Desulfofarcimen acetoxidans DSM 771	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/205/GCF_000024205.1_ASM2420v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfofarcimen	Desulfofarcimen acetoxidans	strain=DSM 771
GCF_000023825.1	485917	984	Pedobacter heparinus DSM 2366	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/825/GCF_000023825.1_ASM2382v1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter heparinus	strain=DSM 2366
GCF_000024005.1	485918	79329	Chitinophaga pinensis DSM 2588	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis	strain=DSM 2588
GCF_001953195.1	487316	487316	Acinetobacter soli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/195/GCF_001953195.1_ASM195319v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter soli	strain=GFJ2
GCF_000277125.1	487521	1767	Mycobacterium intracellulare ATCC 13950	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/125/GCF_000277125.1_ASM27712v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare	strain=ATCC 13950
GCF_001021935.1	487909	343	Xanthomonas translucens pv. undulosa	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/935/GCF_001021935.1_ASM102193v1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas translucens	strain=Xtu 4699
GCF_000196295.1	489653	486	Neisseria lactamica 020-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/295/GCF_000196295.1_ASM19629v1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	strain=020-06
GCF_000214215.1	491952	936476	Marinomonas posidonica IVIA-Po-181	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/215/GCF_000214215.1_ASM21421v1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas posidonica	strain=IVIA-Po-181
GCF_000019225.1	498211	155077	Cellvibrio japonicus Ueda107	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/225/GCF_000019225.1_ASM1922v1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio japonicus	strain=Ueda107
GCF_000019165.1	498761	35701	Heliobacterium modesticaldum Ice1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/165/GCF_000019165.1_ASM1916v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium	Heliobacterium modesticaldum	strain=Ice1; ATCC 51547
GCF_001399775.1	498848	271	Thermus aquaticus Y51MC23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/775/GCF_001399775.1_ASM139977v1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus aquaticus	strain=Y51MC23
GCF_001659785.1	499555	499555	Dietzia timorensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/785/GCF_001659785.1_ASM165978v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia timorensis	strain=ID05-A0528
GCF_001886695.1	502682	502682	Erythrobacter gangjinensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/695/GCF_001886695.1_ASM188669v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter gangjinensis	strain=CGMCC1.15024
GCF_000069945.1	504474	43771	Corynebacterium urealyticum DSM 7109	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/945/GCF_000069945.1_ASM6994v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium urealyticum	strain=DSM 7109
GCF_000024425.1	504728	277	Meiothermus ruber DSM 1279	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/425/GCF_000024425.1_ASM2442v1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus ruber	
GCF_000218565.1	504832	40137	Oligotropha carboxidovorans OM5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/565/GCF_000218565.1_ASM21856v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans	strain=OM5
GCF_000019345.1	505682	134821	Ureaplasma parvum serovar 3 str. ATCC 27815	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/345/GCF_000019345.1_ASM1934v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Ureaplasma parvum	strain=ATCC 27815
GCF_001545155.1	507626	507626	Halomonas chromatireducens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/545/155/GCF_001545155.1_ASM154515v1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas chromatireducens	strain=AGD 8-3
GCF_000092285.1	509190	88688	Caulobacter segnis ATCC 21756	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/285/GCF_000092285.1_ASM9228v1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter segnis	strain=ATCC 21756
GCF_000284335.1	511051	693075	Caldisericum exile AZM16c01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/335/GCF_000284335.1_ASM28433v1	Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	Caldisericum exile	strain=AZM16c01
GCF_000005845.2	511145	562	Escherichia coli str. K-12 substr. MG1655	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/845/GCF_000005845.2_ASM584v2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	strain=K-12 substr. MG1655
GCF_000025845.1	512564	50052	Mycoplasma crocodyli MP145	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/845/GCF_000025845.1_ASM2584v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma crocodyli	strain=MP145
GCF_000284295.1	512565	1866	Actinoplanes missouriensis 431	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/295/GCF_000284295.1_ASM28429v1	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes missouriensis	strain=431
GCF_001310085.1	512763	512763	Rufibacter tibetensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/310/085/GCF_001310085.1_ASM131008v1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter tibetensis	strain=1351
GCF_000020605.1	515619	39491	[Eubacterium] rectale ATCC 33656	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/605/GCF_000020605.1_ASM2060v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	[Eubacterium] rectale	strain=ATCC 33656
GCF_000146185.1	515620	39485	[Eubacterium] eligens ATCC 27750	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/185/GCF_000146185.1_ASM14618v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] eligens	strain=ATCC 27750
GCF_000145035.1	515622	43305	Butyrivibrio proteoclasticus B316	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/035/GCF_000145035.1_ASM14503v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio proteoclasticus	strain=B316
GCF_000021645.1	515635	513050	Dictyoglomus turgidum DSM 6724	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/645/GCF_000021645.1_ASM2164v1	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus turgidum	strain=DSM 6724
GCF_000963865.1	516051	516051	Muricauda lutaonensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/865/GCF_000963865.1_ASM96386v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda lutaonensis	strain=CC-HSB-11
GCF_000020505.1	517417	274539	Chlorobaculum parvum NCIB 8327	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/505/GCF_000020505.1_ASM2050v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum parvum	strain=NCIB 8327
GCF_000020525.1	517418	100716	Chloroherpeton thalassium ATCC 35110	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/525/GCF_000020525.1_ASM2052v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chloroherpeton	Chloroherpeton thalassium	strain=ATCC 35110
GCF_001025175.1	518634	1685	Bifidobacterium breve DSM 20213 = JCM 1192	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/175/GCF_001025175.1_ASM102517v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	strain=JCM 1192
GCF_001025155.1	518635	1683	Bifidobacterium angulatum DSM 20098 = JCM 7096	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/155/GCF_001025155.1_ASM102515v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	strain=JCM 7096
