# assembly_accession	taxid	species_taxid	organism_name	ftp_path	superkingdom	phylum	class	order	family	genus	species	infraspecific_name
GCF_001307475.2	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/475/GCF_001307475.2_ASM130747v2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=C-573
GCF_004208695.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/208/695/GCF_004208695.1_ASM420869v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=B9
GCF_003516085.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/516/085/GCF_003516085.1_ASM351608v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=CIT43
GCF_003516065.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/516/065/GCF_003516065.1_ASM351606v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=CIT31
GCF_003516045.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/516/045/GCF_003516045.1_ASM351604v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=CIT21
GCF_004208675.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/208/675/GCF_004208675.1_ASM420867v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=B15
GCF_004208655.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/208/655/GCF_004208655.1_ASM420865v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=B29
GCF_002262955.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/262/955/GCF_002262955.1_ASM226295v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=BY38
GCF_001431745.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/745/GCF_001431745.1_ASM143174v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=20236
GCF_900236575.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/236/575/GCF_900236575.1_Bru_genome10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	
GCF_002191755.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/191/755/GCF_002191755.1_ASM219175v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=BwIM_TUR_59
GCF_002191675.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/191/675/GCF_002191675.1_ASM219167v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=BwIM_TUR_19
GCF_002191655.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/191/655/GCF_002191655.1_ASM219165v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=BwIM_TUR_17
GCF_002953595.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/953/595/GCF_002953595.1_ASM295359v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=Rev.1 (passage 101)
GCF_002763615.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/615/GCF_002763615.1_ASM276361v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=QH61
GCF_002192155.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/155/GCF_002192155.1_ASM219215v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=BwIM_TUR_39
GCF_002192095.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/095/GCF_002192095.1_ASM219209v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=BwIM_SYR_26
GCF_002191915.1	29459	29459	Brucella melitensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/191/915/GCF_002191915.1_ASM219191v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=BwIM_SAU_09
GCF_001715425.1	29461	29461	Brucella suis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/715/425/GCF_001715425.1_ASM171542v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis	strain=2004000577
GCF_002749475.1	29461	29461	Brucella suis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/749/475/GCF_002749475.1_ASM274947v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis	strain=QH05
GCF_000875695.1	29461	29461	Brucella suis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/695/GCF_000875695.1_ASM87569v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis	strain=Human/AR/US/1981
GCF_000740235.1	29461	29461	Brucella suis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/235/GCF_000740235.1_ASM74023v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis	strain=513UK
GCF_000740435.1	29461	29461	Brucella suis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/435/GCF_000740435.1_ASM74043v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis	strain=BSP
GCF_900186885.1	29466	29466	Veillonella parvula	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/885/GCF_900186885.1_48903_D01	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	strain=NCTC11810
GCF_002005185.1	29466	29466	Veillonella parvula	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/185/GCF_002005185.1_ASM200518v1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	strain=UTDB1-3
GCF_002804265.1	29471	29471	Pectobacterium atrosepticum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/804/265/GCF_002804265.1_ASM280426v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	strain=36A
GCF_000696465.1	29471	29471	Pectobacterium atrosepticum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/465/GCF_000696465.1_ASM69646v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	strain=JG10-08
GCF_000740965.1	29471	29471	Pectobacterium atrosepticum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/965/GCF_000740965.1_ASM74096v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	strain=21A
GCF_005222465.1	29474	28901	Salmonella enterica subsp. enterica serovar California	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/465/GCF_005222465.1_ASM522246v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	strain=CD-SL01
GCF_002591195.1	29484	29484	Yersinia frederiksenii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/195/GCF_002591195.1_ASM259119v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia frederiksenii	strain=FDAARGOS_418
GCF_002591095.1	29484	29484	Yersinia frederiksenii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/095/GCF_002591095.1_ASM259109v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia frederiksenii	strain=FDAARGOS_417
GCF_000834455.1	29485	29485	Yersinia rohdei	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/455/GCF_000834455.1_ASM83445v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia rohdei	strain=YRA
GCF_002192595.1	29486	29486	Yersinia ruckeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/595/GCF_002192595.1_ASM219259v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri	strain=QMA0440
GCF_000964565.1	29486	29486	Yersinia ruckeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/964/565/GCF_000964565.1_ASM96456v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri	strain=Big Creek 74
GCF_002442495.2	29486	29486	Yersinia ruckeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/495/GCF_002442495.2_ASM244249v2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri	strain=NHV_3758
GCF_000834255.1	29486	29486	Yersinia ruckeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/255/GCF_000834255.1_ASM83425v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri	strain=YRB
GCF_000775355.2	29486	29486	Yersinia ruckeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/775/355/GCF_000775355.2_ASM77535v2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri	strain=SC09
GCF_003345295.1	29497	29497	Vibrio splendidus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/345/295/GCF_003345295.1_ASM334529v1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus	strain=BST398
GCF_001922545.1	29519	29519	Borreliella garinii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/545/GCF_001922545.1_ASM192254v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella garinii	strain=CIP 103362
GCF_003814405.1	29519	29519	Borreliella garinii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/814/405/GCF_003814405.1_ASM381440v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella garinii	strain=20047
GCF_001888165.1	29542	29542	Pelobacter acetylenicus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/165/GCF_001888165.1_ASM188816v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter acetylenicus	strain=DSM 3246
GCF_900660745.1	29552	29552	Acholeplasma axanthum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/745/GCF_900660745.1_57728_G01-3	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma axanthum	strain=NCTC10138
GCF_900660515.1	29553	29553	Mycoplasma bovirhinis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/515/GCF_900660515.1_50766_E01-3	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovirhinis	strain=NCTC10118
GCF_002688685.1	29553	29553	Mycoplasma bovirhinis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/688/685/GCF_002688685.1_ASM268868v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovirhinis	strain=GS01
GCF_003609735.1	29553	29553	Mycoplasma bovirhinis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/735/GCF_003609735.1_ASM360973v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovirhinis	strain=HAZ141_2
GCF_000828855.1	29554	29554	Mycoplasma canadense	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/855/GCF_000828855.1_ASM82885v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma canadense	strain=HAZ360_1
GCF_900660585.1	29555	29555	Mycoplasma canis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/585/GCF_900660585.1_51342_E01-3	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma canis	strain=NCTC10146
GCF_000988065.1	29555	29555	Mycoplasma canis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/065/GCF_000988065.1_ASM98806v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma canis	strain=LV
GCF_900660495.1	29556	29556	Mycoplasma gallinaceum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/495/GCF_900660495.1_50648_F01-3	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma gallinaceum	strain=NCTC10183
GCF_002214445.1	29559	29559	Mycoplasma hyosynoviae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/445/GCF_002214445.1_ASM221444v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyosynoviae	strain=M60
GCF_900660695.1	29561	29561	Mycoplasma meleagridis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/695/GCF_900660695.1_57612_E01-3	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma meleagridis	strain=NCTC10153
GCF_900660625.1	29562	29562	Mycoplasma ovipneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/625/GCF_900660625.1_51342_F01-3	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma ovipneumoniae	strain=NCTC10151
GCF_002288025.1	29575	29575	Taylorella equigenitalis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/025/GCF_002288025.1_ASM228802v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella equigenitalis	strain=92-0972
GCF_002288245.1	29575	29575	Taylorella equigenitalis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/245/GCF_002288245.1_ASM228824v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella equigenitalis	strain=98-0554
GCF_002288205.1	29575	29575	Taylorella equigenitalis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/205/GCF_002288205.1_ASM228820v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella equigenitalis	strain=09-0932
GCF_002288155.1	29575	29575	Taylorella equigenitalis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/155/GCF_002288155.1_ASM228815v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella equigenitalis	strain=79-1587
GCF_002288125.1	29575	29575	Taylorella equigenitalis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/125/GCF_002288125.1_ASM228812v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella equigenitalis	strain=89-0490
GCF_000943515.2	31958	31958	Amycolatopsis orientalis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/515/GCF_000943515.2_ASM94351v2	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis orientalis	strain=B-37
GCF_000069225.1	31964	28447	Clavibacter michiganensis subsp. sepedonicus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/225/GCF_000069225.1_ASM6922v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis	strain=ATCC 33113
GCF_002205315.1	32002	32002	Achromobacter denitrificans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/315/GCF_002205315.1_ASM220531v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter denitrificans	strain=PR1
GCF_001514355.1	32002	32002	Achromobacter denitrificans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/355/GCF_001514355.1_ASM151435v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter denitrificans	strain=USDA-ARS-USMARC-56712
GCF_003812265.1	32002	32002	Achromobacter denitrificans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/265/GCF_003812265.1_ASM381226v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter denitrificans	strain=PheN1
GCF_003613595.1	32009	28095	Burkholderia gladioli pv. gladioli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/613/595/GCF_003613595.1_ASM361359v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	strain=FDAARGOS_188
GCF_002208175.1	32009	28095	Burkholderia gladioli pv. gladioli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/175/GCF_002208175.1_ASM220817v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	strain=KACC 11889
GCF_002393425.1	32009	28095	Burkholderia gladioli pv. gladioli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/425/GCF_002393425.1_ASM239342v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	strain=FDAARGOS_389
GCF_900475935.1	32019	196	Campylobacter fetus subsp. fetus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/935/GCF_900475935.1_48450_H02	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus	strain=NCTC10842
GCF_001686885.1	32020	196	Campylobacter fetus subsp. venerealis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/885/GCF_001686885.1_ASM168688v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus	strain=01/165
GCF_900474415.1	32021	197	Campylobacter jejuni subsp. doylei	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/415/GCF_900474415.1_39111_H02	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=NCTC11925
GCF_002983725.1	32021	197	Campylobacter jejuni subsp. doylei	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/725/GCF_002983725.1_ASM298372v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=FDAARGOS_295
GCF_900475265.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/265/GCF_900475265.1_43024_F01	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=NCTC11168
GCF_900638365.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/365/GCF_900638365.1_57428_D01	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=NCTC10983
GCF_900638235.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/235/GCF_900638235.1_56772_E02	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=NCTC12109
GCF_002028305.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/305/GCF_002028305.1_ASM202830v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=ATCC 35925
GCF_000934305.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/305/GCF_000934305.1_ASM93430v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=35925
GCF_003574945.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/574/945/GCF_003574945.1_ASM357494v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=HPC5
GCF_000835365.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/365/GCF_000835365.1_ASM83536v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=00-0949
GCF_000835345.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/345/GCF_000835345.1_ASM83534v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=01-1512
GCF_000835305.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/305/GCF_000835305.1_ASM83530v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=00-6200
GCF_000835285.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/285/GCF_000835285.1_ASM83528v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=00-1597
GCF_000807355.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/355/GCF_000807355.1_ASM80735v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=YH001
GCF_000737085.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/085/GCF_000737085.1_ASM73708v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=MTVDSCj20
GCF_001721985.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/985/GCF_001721985.1_ASM172198v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=MTVDSCj16
GCF_001721965.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/965/GCF_001721965.1_ASM172196v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=MTVDSCj13
GCF_001721945.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/945/GCF_001721945.1_ASM172194v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=MTVDSCj07
GCF_003999645.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/999/645/GCF_003999645.1_ASM399964v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=ATCC 33560
GCF_001299565.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/565/GCF_001299565.1_ASM129956v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=RM3197
GCF_001299595.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/595/GCF_001299595.1_ASM129959v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=RM3196
GCF_002209045.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/045/GCF_002209045.1_ASM220904v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=FDAARGOS_265
GCF_001717625.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/625/GCF_001717625.1_ASM171762v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=14980A
GCF_001686905.1	32022	197	Campylobacter jejuni subsp. jejuni	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/905/GCF_001686905.1_ASM168690v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	strain=RM1285
